secondary_name,objectid,address,feat_type,sub_type,vanity_name,name,bldg,parent_name,parent_type,acreage,parent_acreage
,211,11000 E ROOSEVELT BLVD,Shopping Center Ground,,,Boulevard Plaza,Y,Boulevard Plaza,Shopping Center Ground,6.51096186,27.27821356
,212,11000 RENNARD ST,Shopping Center Ground,,,Rennard St Shopping Center,Y,Rennard St Shopping Center,Shopping Center Ground,1.37510431,6.15794487
,213,1101-11 VINE ST,House of Worship,,,Chinese Church and Center,Y,,,0.32773064,
,214,1101-25 N 4TH ST,School,High School,,William W. Bodine High School,Y,,,0.36271535,
,215,1224-28 POINT BREEZE AVE,House of Worship,,,"Mt Zion Pentecostal Church First Born of the Living God, Inc",Y,,,0.12526189,
,216,1224 OAK LN,Fire Station,,,Fire Engine 63,Y,,,0.15274127,
,218,12265 TOWNSEND RD,Health Center,,,Holy Redeemer Support Services,Y,,,0.93284367,
,219,1227-31 N 52ND ST,School,Learning Center,,Care To Learn,Y,Care To Learn,School,0.07227287,0.13291409
,220,1228 S 21ST ST,House of Worship,,,Mt Sinai Baptist Church,Y,,,0.02890363,
,221,1229-37 CHESTNUT ST,Building,,,Adelphia,Y,,,0.386463,
,222,123-25 E WYOMING AVE,House of Worship,,,Grace Church of Feltonville,Y,,,0.20342738,
,223,123-25 S 51ST ST,House of Worship,,,Mosaic Community Church,Y,,,0.14425414,
,224,123-29 CHESTNUT ST,Police Station,,,Police ATF Cease Fire Task Force,Y,,,0.5099915,
,225,123-51 S BROAD ST,Building,,Wells Fargo,Wells Fargo Building,Y,,,1.33543404,
,226,123 E LUZERNE ST,Community Center,,,Muslim American Society,Y,,,0.00505121,
,227,123 E ROOSEVELT BLVD,House of Worship,,,St Gabriels Episcopal Church,Y,,,0.08912853,
,228,12301-75 ACADEMY RD,Shopping Center Ground,,,Parkwood Shopping Center,Y,Parkwood Shopping Center,Shopping Center Ground,1.82057497,7.96900893
,229,1231-39 N BROAD ST,School,Charter High School,,YouthBuild Charter School High School,Y,,,0.94798978,
,230,1231 E SEDGLEY AVE,Senior Care,Adult Care Center,,Juniata Park Older Adult Center,Y,Erie Plaza,Shopping Center Ground,0.88324889,2.44514931
,231,1231 E SEDGLEY AVE,Senior Care,Adult Care Center,,Older Adult Center - Juniata Park,Y,,,0.32640103,
,232,1231 S 30TH ST,Playground,,,Donald Finnegan Playground Building,Y,Donald Finnegan Playground,Park,0.03906629,2.80037899
,233,1234 MARKET ST,Building,,1234 Market Street,1234 Market Street Building,Y,,,0.84977741,
,234,1234 MARKET ST,Building,,1234 Market Street,Septa Building,Y,,,0.01651972,
,235,1139 E LUZERNE ST,Health Center,,,Juniata Medical Building,Y,,,0.11971294,
,236,111 E TABOR RD,House of Worship,,,St. James United Methodist Church,Y,,,0.3102442,
,244,1116 SPRING GARDEN ST,Social Services,Mission,,Chosen 300 Ministries,Y,,,0.08056957,
,245,1116 W HUNTINGDON ST,House of Worship,,,Mt Carmel Apostolic Church,Y,,,0.02329083,
,246,1117-19 W LEHIGH AVE,House of Worship,,,Greater Mt Vernon Baptist Church,Y,,,0.20617343,
,247,1118 S 55TH ST,House of Worship,,,Concord Baptist Church,Y,,,0.11645769,
,289,1314-16 N BROAD ST,Historic Landmark,,,Blue Horizon,Y,,,0.32156507,
,290,1314-18 LOCUST ST,Library,,,The Library Company of Philadelphia,Y,,,0.15191849,
,327,1236-44 E COLUMBIA AVE,School,Preschool,,Woodston Child & Family Center,Y,,,0.13874331,
,237,111 N 49TH ST,Social Services,,,Kirkbride Center,Y,Kirkbride Center,Social Services,3.67234789,17.59217504
,238,111 S 15TH ST,Building,,,The Pennsylvania Building,Y,,,0.40640402,
,239,111 S INDEPENDENCE E MALL,Building,,,The Bourse,Y,,,1.20599605,
,240,1114-18 S FRONT ST,Animal Clinic,,,Veterinary Specialty & Emergency Center,Y,,,0.23693741,
,241,1114-20 S 13TH ST,House of Worship,,,Chua Bo De Buddhist Temple,Y,,,0.13137443,
,242,1114-50 S 5TH ST,School,,,George (EL) Washington School,Y,,,0.55066463,
,291,1314-32 E TULPEHOCKEN ST,Social Services,,,Supportive Housing - Stenton Shelter,Y,,,0.81084123,
,292,1315-17 RACE ST,House of Worship,,,Church of Scientology of Philadelphia,Y,,,0.11559898,
,293,1315-37 WINDRIM AVE,Health Center,,,Warren E Smith Health Center,Y,,,0.4195331,
,294,1315 S 23RD ST,House of Worship,,,Soul Clinic for Christ,Y,,,0.02058414,
,295,1317-21 W NEDRO AVE,House of Worship,,,Deliverence Sheepkeepers Ministry,Y,,,0.10790348,
,296,1317 N 52ND ST,House of Worship,,,The Church of Jesus Christ of Philadelphia,Y,,,0.01679766,
,297,1318-22 S 52ND ST,House of Worship,,,Victory Outreach Ministries,Y,,,0.0631887,
,298,1319-21 W SUSQUEHANNA AVE,House of Worship,,,Makkah Masjid,Y,,,0.12728817,
,299,1319-25 MARKET ST,Building,Hotel,Market Street National Bank,Residence Inn,Y,,,0.26001741,
,300,132 W RITTENHOUSE ST,House of Worship,,,True Grace Memorial House-Prayer,Y,,,0.07170536,
,301,1320-22 ARCH ST,Social Services,,,Supportive Housing - Arch St,Y,,,0.15052634,
,302,1321 70TH AVE,House of Worship,,,Holy Angels Korean Catholic Church,Y,,,0.25711035,
,303,1321 70TH AVE,School,,,Holy Angels School,Y,,,0.27954449,
,328,1237 W WILLIAM ST,House of Worship,,,Neighborhood Baptist Church,Y,,,0.03524811,
,304,1321 S 26TH ST,School,Middle School,,Universal Alcorn Middle Years Academy,Y,,,0.33837475,
,305,1323-27 N 52ND ST,House of Worship,,,Bible Way Baptist Church,Y,,,0.23835299,
,306,1323-45 N 6TH ST,School,,,James R. Ludlow Elementary School,Y,,,0.40049106,
,376,1200 W WYOMING AVE,House of Worship,,,Rehoboth Temple Church of God,Y,,,0.22311775,
,377,1200 WHARTON ST,Park,,,Columbus-DiProspero Playground Building,Y,Columbus Square,Park,0.10476343,4.11153347
,378,1200 WHARTON ST,Park,,,Columbus Square,Y,Columbus Square,Park,0.03273477,4.11153347
,379,1201-05 CHESTNUT ST,Building,,,Commonwealth,Y,,,0.19109188,
,380,1201-17 VERNON RD,House of Worship,,,Reformation Lutheran Church,Y,,,0.29903587,
,381,1201-51 OAK LN,School,Elementary School,,Ellwood Elementary School,Y,,,0.74474487,
,382,1201-99 S FRONT ST,Ice Rink,,,Rizzo Ice Rink & Recreation Center,Y,Rizzo Ice Rink,Sports Complex,0.10816256,1.27816803
,383,1201 E CHELTEN AVE,School,Day Care,,Divine Treasures DC,Y,,,0.03176687,
,384,1201 E MOUNT PLEASANT AVE,House of Worship,,,Bibleway Freewill Baptist Church,Y,,,0.11464735,
,385,1201 EASTON RD,Cemetery,,,Ivy Hill Cemetery,Y,Ivy Hill Cemetery,Cemetery,0.55625943,64.70136724
,386,1201 N 61ST ST,Municipal Building,,,Fire Engine 41/Ladder 24Police 19th District,Y,,,0.35711237,
,387,1201 N 61ST ST,Municipal Building,,,Police 19th District & Fire Engine 41 / Ladder 24,Y,,,0.00536881,
,388,1201 S 47TH ST,House of Worship,,,Crusaders For Christ Church,Y,,,0.25356266,
,389,1201 W LEHIGH AVE,House of Worship,,,Rhema Deliverance Center,Y,,,0.22365716,
,390,1202-32 E MONTGOMERY AVE,Playground,,,Fishtown Recreation Center Building,Y,Fishtown Recreation Center,Park,0.26763519,1.45712693
,391,1202-32 E MONTGOMERY AVE,Playground,,,Fishtown Recreation Center Street Hockey Rink,Y,Fishtown Recreation Center,Park,0.20753852,1.45712693
,392,1205-11 E TULPEHOCKEN ST,School,Middle School,,J. E. Sampson Freedman Hill School,Y,,,0.73515839,
,393,1208-12 S 23RD ST,House of Worship,,,Word of Life Church Ministry,Y,,,0.06261778,
,394,1208-12 S 35TH ST,House of Worship,,,Butlet Memorial Baptist Church,Y,,,0.03748718,
,395,1209-11 E CHELTEN AVE,House of Worship,,,Restorat Temple Worship,Y,,,0.00498871,
,396,121 N INDEPENDENCE E MALL,House of Worship,,,Congregation Mikveh Israel,Y,Congregation Mikveh Israel,House of Worship,0.36272934,1.99695587
,397,1210-12 W LEHIGH AVE,House of Worship,,,True Light Holy Church,Y,,,0.07791725,
,398,1210-16 W GODFREY AVE,University/College Ground,Campus,,Community College of Philadelphia - Northwest Regional Center,Y,Community College of Philadelphia - Northwest Regional Center,University/College Ground,0.75151729,5.26146796
,399,1211-15 S 20TH ST,House of Worship,,,Twentieth Street Baptist Church,Y,,,0.07401886,
,400,1212-14 S BROAD ST,School,Vocational School,,JNA Institute of Culinary Arts,Y,,,0.20988934,
,401,1212-28 LOMBARD ST,School,,,St Peter Clavers School,Y,,,0.12606588,
,402,1213-15 N CONESTOGA ST,House of Worship,,,Deliverance House of God,Y,,,0.08180665,
,403,1216-20 ARCH ST,Museum,,,Philadelphia Center for Architecture,Y,,,0.3181944,
,404,1216-22 W LEHIGH AVE,House of Worship,,,Rose of Sharon Apostolic Church,Y,,,0.10413219,
,405,1217-19 S 21ST ST,House of Worship,,,St Paul Chapel Baptist Church,Y,,,0.05128811,
,406,1217-23 N HANCOCK ST,House of Worship,,,Hancock Street Church,Y,,,0.10607596,
,407,1217 S 20TH ST,House of Worship,,,Household of Faith Apostolic Church,Y,,,0.05313481,
,408,1218-20 WALLACE ST,School,Day Care,,Little World Learning Center,Y,,,0.06973045,
,409,1218 N 16TH ST,House of Worship,,,Emmanuel Apostolic Church of God,Y,,,0.0269071,
,410,1219-21 FITZWATER ST,House of Worship,,,Church of God,Y,,,0.04351463,
,411,1219-25 E MONTGOMERY AVE,Swimming Pool,,,Lederer Pool,Y,Lederer Pool,Swimming Pool,0.23346817,0.30906773
,412,1219-25 E MONTGOMERY AVE,Library,,,Library Branch - Fishtown Community,Y,,,0.04431161,
,413,1219 S 26TH ST,House of Worship,,,Greater Mt Pleasant Baptist Church,Y,,,0.04505866,
,329,1238 S 23RD ST,House of Worship,,,St Mark Baptist Church,Y,,,0.02354982,
,414,122-50 W ERIE AVE,School,Middle School,,Roberto Clemente Middle School,Y,,,2.04181294,
,415,1220-28 N 6TH ST,House of Worship,,,St Phillip's Baptist Church,Y,,,0.11231497,
,416,1220 S 58TH ST,House of Worship,,,Southwest Philadelphia Seventh-day Adventist Church,Y,,,0.13684545,
,417,1221-33 N 19TH ST,Social Services,Recovery Center,,Calcutta House,Y,,,0.16164904,
,418,1224-28 N 41ST ST,House of Worship,,,Christ Community Baptist Church,Y,,,0.17669396,
,419,13024 STEVENS RD,Playground,,,Daniel Boyle Recreation Center,Y,Daniel Boyle Recreation Center,Playground,0.01528701,10.69151572
,420,13024 STEVENS RD,Playground,,,Daniel Boyle Recreation Center Building,Y,Daniel Boyle Recreation Center,Park,0.08428074,10.69151572
,421,13032 BUSTLETON AVE,Shopping Center Ground,,,Trevose Center,Y,Trevose Center,Shopping Center Ground,0.42084656,1.13404805
,422,1307 GILHAM ST,Park,,,Cranford & Loretto Avenue,Y,Cranford & Loretto Avenue,Park,0.01410184,0.0989002
,423,1309-19 S 33RD ST,Building,,,Memorial James W. Queen,Y,,,0.16652304,
,424,1309 COTTMAN AVE,School,High School,,Northeast Preparatory School High School,Y,,,0.05956659,
,342,1251-53 POINT BREEZE AVE,House of Worship,,,United Muslim Movement,Y,,,0.03256454,
,427,126-36 W DAUPHIN ST,School,Elementary School,,El Centro de Estudiantes,Y,,,0.23267707,
,428,12601 TOWNSEND RD,Social Services,,,Far Northeast Senior Citizens Center,Y,,,0.19044312,
,307,1323 W LEHIGH AVE,House of Worship,,,Pine Hill Baptist Church,Y,,,0.02739082,
,308,1323 W SUSQUEHANNA AVE,House of Worship,,,Society For Helping Church,Y,,,0.09872475,
,309,1324 N BROAD ST,Cultural,,,Freedom Theatre,Y,,,0.06765513,
,310,1340 PARRISH ST,Community Center,,,Macedonia Family Development and LC,Y,,,0.02196763,
,311,1340 RHAWN ST,Health Center,,,Pennsylvania Foot/Ankle Assocs,Y,,,1.59168081,
,312,1340 RHAWN ST,School,Charter School,,Tacony Academy Charter,Y,,,1.92132915,
,313,1343-51 MC FERRAN ST,House of Worship,,,St John F w B Church,Y,,,0.15038884,
,314,1344-48 ARCH ST,House of Worship,,,Arch Street United Methodist Church,Y,,,0.23066,
,315,1348 W SOMERSET ST,House of Worship,,,Paul's Tabernacle Church,Y,,,0.05263776,
,343,1254-56 S 18TH ST,House of Worship,,,True Way Church-Christ Jesus,Y,,,0.0459022,
,316,135-41 W NORRIS ST,School,Learning Center,,Norris Square Childrens Center,Y,,,0.34716273,
,317,135 W ALLENS LN,School,,,Henry E. Houston Elementary School,Y,,,0.61674356,
,318,1355 N FRONT ST,Building,,Wm. Mulherin?s Sons,Wm. Mulherin?s Sons,Y,,,0.09022105,
,319,13550 BUSTLETON AVE,School,,,Student Ed Center-Delaware Valley,Y,,,0.08264264,
,320,1359-63 E LUZERNE ST,House of Worship,,,2da Inglesia la Familia,Y,,,0.0898106,
,321,1235-39 N 7TH ST,Post Office,,,Spring Garden Post Office,Y,,,0.18881497,
,322,1235-39 RIDGE AVE,House of Worship,,,Chua Quan Am Buddhidst Temple,Y,,,0.08795564,
,323,1235 N 19TH ST,House of Worship,,,New Hope Bible Deliverance Ministries,Y,,,0.02517088,
,324,1235 S 16TH ST,School,Elementary School,,George W. Childs Elementary School,Y,,,0.97862764,
,325,1236-40 N 26TH ST,Health Center,,,Fresenius Kidney Care Fairmount,Y,,,0.32706963,
,1804,641 LINDLEY AVE,Playground,,,Barrett Playground Building,Y,Lindley Playground,Park,0.09532543,4.7859322
,330,124-28 W SEYMOUR ST,House of Worship,,,Holy Temple of Deliverance,Y,,,0.25353283,
,331,124 COTTON ST,House of Worship,,,St. Josaphat's Church,Y,,,0.32271849,
,332,1240-52 S 13TH ST,School,Charter Middle School,,Christopher Columbus Charter Middle School,Y,,,0.3003334,
,333,1244 N 18TH ST,House of Worship,,,Second Unity Baptist Church,Y,,,0.01915612,
,334,1244 S 22ND ST,House of Worship,,,New Antioch Baptist Church,Y,,,0.02952195,
,335,1245 W MOYAMENSING AVE,School,Elementary School,,Abram Jenks Elementary School,Y,,,0.35673852,
,336,1246-56 S 17TH ST,House of Worship,,,Collick Missionary Church,Y,,,0.17275756,
,337,1248 JACKSON ST,School,,,Our Lady of Hope Regional Catholic School,Y,,,0.33333987,
,338,1249-53 S 19TH ST,House of Worship,,,19th Street Baptist Church,Y,,,0.20456215,
,339,1249-55 N 55TH ST,House of Worship,,,Alleyne Memorial AME Zion Church,Y,,,0.10430937,
,340,12499 TORREY RD,Park,,,Poquessing Creek Park,Y,Poquessing Creek Park,Park,0.01232624,187.81625198
,341,125-33 S 52ND ST,Library,,,Regional Library West - Blackwell,Y,,,0.34127204,
,637,1546 N 27TH ST,School,,,Academy of Essential Knowledge,Y,,,0.01770333,
,344,1254-64 N 25TH ST,House of Worship,,,United Baptist Church,Y,,,0.11463076,
,345,114-30 N 20TH ST,House of Worship,,,S. Clement's Church,Y,,,0.34009851,
,346,114 W ONTARIO ST,House of Worship,,,Ingleasia Pentecostal Alpha Y Omega,Y,,,0.06822816,
,347,1140-46 S 26TH ST,House of Worship,,,Progressive Worship Center,Y,,,0.06981531,
,348,1140 BYBERRY RD,Police Station,,,Internal Affairs Unit,Y,,,0.10900212,
,349,1141 N 63RD ST,School,,,63rd Street Multicultural Academy of Academic Excellence School,Y,,,0.03975976,
,350,1142 E ERIE AVE,School,High School,,One Bright Ray Community High School,Y,,,0.22017101,
,351,1144 S 19TH ST,House of Worship,,,Bryant Baptist Church,Y,,,0.07423024,
,352,1145 S 19TH ST,School,,,Faith Connection Christian Academy,Y,,,0.01768115,
,353,1146 MELON ST,School,,,Spring Garden School,Y,,,0.28260385,
,354,1148-62 FRANKFORD AVE,Building,,Kensington National Bank,Wells Fargo Bank,Y,,,0.18654825,
,355,1148 70TH AVE,House of Worship,,,Korean World Mission Church,Y,,,0.14644578,
,356,1150-54 N 4TH ST,House of Worship,,,2CMC,Y,,,0.13639906,
,357,1156-62 S BROAD ST,House of Worship,,,St Rita's Church,Y,,,0.32204671,
,358,1159-61 E CHELTEN AVE,House of Worship,,,Chestnut Hill Church,Y,,,0.14553918,
,359,1164 S 18TH ST,House of Worship,,,Galilee Community Baptist Church,Y,,,0.03043052,
,360,11685 BUSTLETON AVE,Shopping Center Ground,,,Hendrix Center,Y,Hendrix Center,Shopping Center Ground,0.36580275,1.17384578
,361,11700 BUSTLETON AVE,Shopping Center Ground,,,Lumar Shopping Center,Y,Lumar Shopping Center,Shopping Center Ground,0.53390996,2.23285195
,362,11709 BUSTLETON AVE,Shopping Center Ground,,,Leo Mall Shopping Center,Y,Leo Mall Shopping Center,Shopping Center Ground,4.11768351,14.52767776
,363,118-26 N BROAD ST,University/College Ground,,,Academy of Fine Arts,Y,,,0.62646541,
,364,1196 E WASHINGTON LN,School,Special Education,,Green Tree School Special Center,Y,,,0.71100391,
,365,1197 HAWORTH ST,School,,,The Philadelphia CS for Arts and Sciences at HR Edmunds School,Y,,,0.94771196,
,366,120-36 W SUSQUEHANNA AVE,House of Worship,,,Norris Square United Presbyterian Church,Y,,,0.19303548,
,748,1721-23 N CROSKEY ST,House of Worship,,,New Salem Baptist Church,Y,,,0.06694994,
,367,120 E TABOR RD,School,Elementary School,,Olney Elementary School,Y,,,0.45548153,
,368,1200-02 CHESTNUT ST,Institute,,Beneficial Savings Fund Society,Drexel's Institute of Trial Advocacy,Y,,,0.1775361,
,369,1200-08 POPLAR ST,House of Worship,,,United House of Prayer,Y,,,0.17632677,
,370,1200-10 LOMBARD ST,House of Worship,,,St Peter Clavers Church,Y,,,0.14635222,
,371,1200 CARPENTER ST,Community Center,,,Hawthorne Cultural Center Building,Y,,,0.21911724,
,372,1200 E CAYUGA ST,House of Worship,,,New Apostolic Church,Y,,,0.09404309,
,373,1200 S 20TH ST,Police Station,,,Fire Engine 24Police 17th District,Y,,,0.17861998,
,374,1200 W CHELTENHAM AVE,House of Worship,,,Korean United Church,Y,,,0.32332815,
,375,1200 W GODFREY AVE,University/College Ground,Campus,,Eye Institute of PA College,Y,Eye Institute of PA College,University/College Ground,1.0158455,4.47040112
,491,1301 E COLUMBIA AVE,Playground,,,Hetzell Playground Field,Y,Hetzell Playground,Park,0.01435194,2.46357172
,492,1301 E HUNTING PARK AVE,School,Elementary School,,Holy Innocents School,Y,,,0.35054387,
,1805,641 N PRESTON ST,House of Worship,,,Millcreek Baptist Church,Y,,,0.03745123,
,493,1301 E HUNTING PARK AVE,School,Elementary School,,St. Lucy Day School for Children with Visual Impairments,Y,,,0.19415854,
,494,1301 N 61ST ST,House of Worship,,,Thorpe Shuling,Y,,,0.03288486,
,495,1301 S 26TH ST,House of Worship,,,Church of Pentecost,Y,,,0.31428782,
,496,1301 S 57TH ST,House of Worship,,,Church of the Living God,Y,,,0.03894771,
,497,1301 W HUNTING PARK AVE,Senior Care,Nursing Home,,Sacred Heart Free Home,Y,,,0.36417638,
,498,1440-46 S 24TH ST,House of Worship,,,Church of the Redeemer,Y,,,0.19254863,
,499,1441 E HUNTING PARK AVE,House of Worship,,,Holy Spirit United Methodist Church,Y,,,0.16804935,
,500,1441 HAINES ST,House of Worship,,,City of God Pentecostal Church,Y,,,0.04365427,
,501,1444-54 WINDRIM AVE,House of Worship,,,Divine Breath Baptist Church,Y,,,0.27888173,
,502,1444 N 7TH ST,House of Worship,,,Inglesia de Dios Pentecostal,Y,,,0.04052649,
,523,1324 W CLEARFIELD ST,School,Professional School,,Distance Learning Center,Y,,,0.61800111,
,524,1327-33 S 19TH ST,House of Worship,,,Gospel Temple Baptist Church,Y,,,0.14570413,
,1806,6950 GERMANTOWN AVE,Senior Care,Nursing Home,,Germantown Home,Y,,,2.87824083,
,503,145 W TIOGA ST,House of Worship,,,St. Hugh of Cluny Church,Y,,,0.67000004,
,504,1450 S 50TH ST,Senior Care,Retirement Home,,Reba Brown Senior Residence,Y,,,0.39660751,
,505,1451-57 N BROAD ST,House of Worship,,,Mt Olive Holy Temple,Y,,,0.24010503,
,506,1452 N 53RD ST,Playground,,,Conestoga Community Playground Building,Y,Conestoga Playground,Park,0.03869328,2.47760198
,507,1453-55 N 52ND ST,House of Worship,,,Mt Zion United African Church Of The United Brethren In Christ,Y,,,0.12513119,
,508,146-48 KRAMS AVE,Library,,The William B. Stephens Free Library,William B. Stephens Library,Y,,,0.05013448,
,509,1461-65 N 52ND ST,Building,,,Former Library George Institute,Y,,,0.05192008,
,510,1464-88 N 53RD ST,School,Charter Middle School,,Mastery Charter School at Shoemaker Middle School,Y,,,1.04367991,
,511,147 MASTER ST,Playground,,,Hancock/St John's Playground Building,Y,Hancock Playground,Park,0.04462952,1.79188794
,512,147 N 2ND ST,Museum,,,Firefighter's Hall,Y,,,0.0956441,
